,author_name,book_title,category,publish_date
20622,Colleen Collins,Sleepless in Las Vegas,1,2013
20623,Jewel E. Ann,One,1,2016
20624,Jon Carlin Shea,"Spirit Summoner (The Chosen of the Light, #1)",1,0
20625,Felicity Heaton,Kissed by a Dark Prince,1,2013
20626,June Gray,Disarm,1,2012
20627,Pierre Boulle,Planet of the Apes,1,1963
20628,Eve Titus,Basil of Baker Street,1,1958
20629,Dick King-Smith,The Sheep Pig,1,1983
20630,Scarlett Flame,Bound for Passion,1,2013
20631,Kate  Stewart,Anything but Minor,1,2016
20632,Laramie Briscoe,Losing Control,1,2013
20633,Sally Ember,This Changes Everything,1,2013
20634,Janosch,"Oh, wie schön ist Panama",1,1978
20635,Robert Lawson,Rabbit Hill,1,1944
20636,Brian Lumley,Necroscope,1,1986
20637,Jas T. Ward,Madness,1,2013
20638,William Steig,Abel`s Island,1,1976
20639,Ruth Stiles Gannett,My Father`s Dragon,1,1948
20640,Tui Allen,Ripple,1,2011
20641,Walter R. Brooks,Freddy the Detective,1,1932
20642,Akif Pirinçci,Felidae,1,1989
20643,Colin Dann,The Animals of Farthing Wood,1,1979
20644,Margery Sharp,The Rescuers,1,1959
20645,Felix Salten,Bambi,1,1923
20646,Edgar Rice Burroughs,The Land That Time Forgot Collection,1,1918
20647,David   Stringer,The Insect Hotel,1,2013
20648,Ian Hutson,FLIGHT (The Owl Wood),1,2013
20649,George Selden,The Cricket in Times Square,1,1960
20650,Andrei Bely,Petersburg,1,1913
20651,Rabindranath Tagore,The Home and the World,1,1916
20652,Johan Huizinga,The Waning of the Middle Ages,1,1919
20653,Robert Tressell,The Ragged Trousered Philanthropists,1,1914
20654,Marcel Allain,Fantômas,1,1911
20655,Thornton W. Burgess,Old Mother West Wind,1,2003
20656,Lytton Strachey,Eminent Victorians,1,1918
20657,Miguel de Unamuno,Niebla,3,1914
20658,Max Beerbohm,Zuleika Dobson,1,1911
20659,Zane Grey,Riders of the Purple Sage,3,1912
20660,John   Reed,Ten Days that Shook the World,1,1919
20661,Johnny Gruelle,Raggedy Ann Stories,1,1918
20662,Albert Einstein,Relativity: The Special and the General Theory,1,1916
20663,Dorothy Canfield Fisher,Understood Betsy,1,1916
20664,Edgar Lee Masters,Spoon River Anthology,1,1914
20665,Booth Tarkington,The Magnificent Ambersons,1,1918
20666,Gustav Meyrink,The Golem,1,1915
20667,Catou Martine,Heartless,1,2013
20668,Boris Vian,L`Écume des jours,2,1947
20669,P.N. Elrod,Strange Brew,1,2009
20670,Kate Furnivall,The Russian Concubine,1,2007
20671,Kate Emerson,The Pleasure Palace,1,2009
20672,Elizabeth Boyle,Along Came a Duke,1,2012
20673,Brenda Joyce,Seduction,1,2012
20674,Jillian Stone,An Affair with Mr. Kennedy,1,2012
20675,Tracey Devlyn,A Lady`s Revenge,1,2012
20676,Sarah  Miller,The Lost Crown,1,2011
20677,Laurel McKee,One Naughty Night,1,2012
20678,Donna MacMeans,The Casanova Code,1,2012
20679,Leigh LaValle,The Runaway Countess,1,2012
20680,Maggie Robinson,Lord Gray`s List,1,2012
20681,K. Langston,Because You`re Mine,1,2013
20682,Marilyn Brant,According to Jane,1,2009
20683,Christina Brooke,A Duchess to Remember,1,2012
20684,Heather Snow,Sweet Deception,1,2012
20685,Kate Noble,If I Fall,1,2012
20686,Alisa M. Libby,The King`s Rose,1,2009
20687,Carolyn Jewel,Not Wicked Enough,1,2012
20688,Ashley March,My Lady Rival,1,2012
20689,Trisha Telep,The Eternal Kiss: 13 Vampire Tales of Blood and Desire,1,2008
20690,Carolyn MacCullough,Once a Witch,1,2009
20691,Lucius Shepard,Life During Wartime,1,1987
20692,Eric Frank Russell,Wasp,1,1957
20693,Brian W. Aldiss,Non-Stop,1,1958
20694,Charlotte Featherstone,Temptation  & Twilight,1,2012
20695,Arkady Strugatsky,Hard to Be a God,1,1964
20696,Cecelia Holland,Floating Worlds,1,1976
20697,Karel Čapek,R.U.R. & War with the Newts,1,0
20698,David Markson,Wittgenstein`s Mistress,1,1988
20699,Salvador Plascencia,The People of Paper,1,2005
20700,Olaf Stapledon,Sirius,1,1944
20701,Shaun Tan,The Lost Thing,1,2000
20702,Frederik Pohl,Man Plus,1,1976
20703,Fletcher Hanks,I Shall Destroy All the Civilized Planets!,1,2007
20704,Mildred D. Taylor,"Roll of Thunder, Hear My Cry",1,1976
20705,Ben Marcus,The Age of Wire and String,1,1995
20706,Peter Rudiak-Gould,Surviving Paradise: One Year on a Disappearing Island,2,2009
20707,Hal Clement,Mission of Gravity,1,1953
20708,James Blish,Cities in Flight,1,1970
20709,Chris Ware,"Jimmy Corrigan, the Smartest Kid on Earth",1,2000
20710,Ekaterina Gordeeva,My Sergei: A Love Story,1,1996
20711,Arthur C. Clarke,A Fall of Moondust,1,1961
20712,Robert Hughes,The Fatal Shore,1,1986
20713,G.R. Reader,Off-Topic: The Story of an Internet Revolt,1,2013
20714,Cordwainer Smith,The Rediscovery of Man,1,1975
20715,Philip Fanara,"The Stock Market Outsider: Becoming a Billionaire: Valuable, Practical Insight",2,2014
20716,Rossana Condoleo,Happy Divorce: How to turn your divorce into the most brilliant and rewarding opportunity of your life!,1,2013
20717,Glenn Dixon,"Pilgrim in the Palace of Words: A Journey Through the 6,000 Languages of Earth",2,2009
20718,Jeff Noon,Vurt,1,1993
20719,Susannah Cahalan,Brain on Fire: My Month of Madness,1,2012
20720,Walter Rhein,Reckless Traveler,2,2015
20721,Comte de Lautréamont,Maldoror and the Complete Works,1,1869
20722,Theodore Sturgeon,More Than Human,1,1953
20723,Sam Mariano,Once Burned,1,2017
20724,Max Ernst,Une Semaine de Bonté,2,1934
20725,René Zografos,Attractive Unattractive Americans: How the World Sees America,1,2015
20726,July Cumming,"Violet The Organ Grinder: Love is a Battlefield (#1, Entertaining The Troops)",1,2015
20727,Steven Hall,The Raw Shark Texts,1,2007
20728,Daniel Clowes,Like a Velvet Glove Cast in Iron,1,1993
20729,John Brunner,Stand on Zanzibar,1,1968
20730,Willow Madison,We Were One Once,1,2015
20731,Georges Bataille,Story of the Eye,1,1928
20732,William Faulkner,The Sound and the Fury,1,1929
20733,Kelli Maine,Taken,1,2012
20734,Mark Shearman,Expats in Spain,2,2015
20735,Laurence Sterne,"The Life and Opinions of Tristram Shandy, Gentleman",1,1759
20736,Kimber S. Dawn,That Which Destroys Me,1,2014
20737,Nora Flite,Only Pretend,1,2014
20738,Amy Lou Jenkins,Corners: Voices on Change,1,2018
20739,T. Torrest,Remember When,1,2012
20740,Marjorie Kinnan Rawlings,The Yearling,1,1938
20741,Bob                    Harris,The International Bank of Bob: Connecting Our Worlds One $25 Kiva Loan at a Time,1,2013
20742,Leylah Attar,The Paper Swan,1,2015
20743,Alfred Bester,The Demolished Man,1,1953
20744,Robert Shea,The Illuminatus! Trilogy,1,1975
20745,Carl Sagan,Cosmos,1,1980
20746,Heidi Murkoff,What to Expect When You`re Expecting,3,1969
20747,D.D. Prince,The Dominator,1,2015
20748,Lily  White,Target This,1,2014
20749,Meg Myers Morgan,"Everything Is Negotiable: The 5 Tactics to Get What You Want in Life, Love, and Work",1,2018
20750,Courtney Lane,The Sect,1,2014
20751,Ajay Kansal,The Evolution of Gods: The Scientific Origin of Divinity And Religions,1,0
20752,Scarlett Edwards,Uncovering You: The Contract,1,2014
20753,Luigi Serafini,Codex Seraphinianus. Ein Orbis Pictus des Universums der Phantasie.,2,1981
20754,Tim Wendel,"Cancer Crossings: A Brother, His Doctors, and the Quest for a Cure to Childhood Leukemia",1,2018
20755,Annika Martin,Prisoner,1,2014
20756,Sunny Wolfe,Taken,1,2014
20757,Walter Kirn,Up in the Air,1,2001
20758,Javier Ruescas,Pulsaciones,1,2013
20759,Gary Chapman,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,1,1990
20760,Andrea   Valeria,"So You Want to Vlog?: How to start from scratch, find your voice & share your stories",3,2018
20761,Frannerd,A Punto de Partir,1,0
20762,Marissa Honeycutt,Enslaved,1,2014
20763,Christina Paul,A Second Chance,1,2012
20764,Kate Rorick,The Epic Adventures of Lydia Bennet,1,2015
20765,C.J.   Fisher,When We Were Alive,1,2016
20766,T. Michael Martin,The End Games,1,2013
20767,Alice Reeds,Petty Little Lives,1,2015
20768,Trisha Paytas,The History of My Insanity,1,2013
20769,Donna Cooner,Can`t Look Away,1,2014
20770,Humble the Poet,Unlearn: 101 Simple Truths for a Better Life,1,2014
20771,Emma   Mills,First & Then,1,2015
20772,Amy Schumer,The Girl with the Lower Back Tattoo,1,2016
20773,Bill Clegg,Did You Ever Have a Family,1,2015
20774,Noah Hawley,Before the Fall,1,2016
20775,Ta-Nehisi Coates,Between the World and Me,1,2015
20776,Karalynn Lee,Back Across the Styx,1,2013
20777,Victoria Avilan,The Art of Peeling an Orange,1,2015
20778,Eva Pohler,The Gatekeeper`s House,1,2013
20779,Nicholas A. McGirr,The Growing Dim Project: Book One,1,2005
20780,Lee Savino,Innocence,1,2015
20781,Jody A. Kessler,Death Lies Between Us,1,2013
20782,Dominique Wren,Winter`s Peace,1,2013
20783,Alison Townsend,Persephone in America,1,2009
20784,Melanie Dugan,Dead Beautiful,1,0
20785,Saranna DeWylde,Desperate Housewives of Olympus,1,2011
20786,Kaylie Austen,Hellhound,1,2013
20787,Laura MacLem,Regina di fiori e radici,1,2015
20788,Dani Hoots,Endangered,1,2016
20789,Amy Hutchinson,Cora: The Unwilling Queen,1,2012
20790,P.J. Hoover,Solstice,1,2013
20791,Kris Waldherr,Persephone and the Pomegranate: A Myth from Greece,1,1993
20792,Roberta Gellis,Dazzling Brightness,1,1994
20793,Snorri Sturluson,The Prose Edda,1,1220
20794,M.M. Kin,Seeds Volume Three,1,2013
20795,Rachel Alexander,Receiver of Many,1,2015
20796,Alan Garner,The Owl Service,1,1967
20797,Mina Lobo,That Fatal Kiss,1,2013
20798,Freda Warrington,Elfland,1,2009
20799,Terri Windling,The Wood Wife,1,1996
20800,عبدالوهاب السيد الرفاعي,17,1,0
20801,Kosoko Jackson,A Place For Wolves,1,0
20802,Vikram Seth,The Golden Gate,1,1986
20803,Cliff Key,Unencumbered Love,1,2014
20804,Linda Oatman High,Sister Slam and the Poetic Motormouth Road Trip,1,2004
20805,Robin Moray,Bonded,1,2014
20806,Darrah Glass,A Most Personal Property,1,2014
20807,Lorie Ann Grover,On Pointe,1,2004
20808,A.L. Sonnichsen,Red Butterfly,1,2015
20809,Ron Koertge,The Brimstone Journals,1,2001
20810,Lesléa Newman,October Mourning: A Song for Matthew Shepard,1,2012
20811,Shari Green,Root Beer Candy and Other Miracles,1,2016
20812,Kristin Elizabeth Clark,Freakboy,1,2013
20813,Raina Telgemeier,Smile,1,2009
20814,Cathy Ostlere,Karma,1,2011
20815,Nikki Grimes,Bronx Masquerade,1,2001
20816,Christina E. Pilz,Fagin`s Boy,1,2014
20817,Alana Ankh,Beyond the Rift,1,2014
20818,Samantha Schutz,You Are Not Here,1,2010
20819,Ajax Bell,This Charming Man,1,2014
20820,Terra Elan McVoy,After the Kiss,1,2010
20821,Lance Taubold,"Zodiac Lovers: Aquarius, Pisces, Aries",1,2014
20822,Nicholas  Scott,A Kiss Is Just a Kiss,1,2014
20823,Robert Paul Weston,Zorgamazoo,1,2008
20824,Sarah Mäkelä,The Witch Who Cried Wolf,1,2013
20825,Elaine  White,Decadent,1,2014
20826,Peter Monn,The Before Now and After Then,1,2014
20827,Jill Lang,"Beach Bum Billionaire, Book Two",1,2015
20828,Scotty Mullen,GZG: The Zombie Gym #1 (Membership),1,2014
20829,Serena Grey,Claim,1,2013
20830,Susan Taylor Brown,Hugging the Rock,1,2006
20831,B.J. Harvey,Lost for You,1,2013
20832,Jamie  Blair,Leap of Faith,1,2013
20833,Adriane Leigh,Light in Mourning,1,2013
20834,Kirsten Smith,The Geography of Girlhood,1,2006
20835,Jeremy Scott Blaustein,The Home for Wayward Ladies,1,2014
20836,Elisabeth Grace,Rumor Has It,1,2013
20837,Caroline Starr Rose,May B.,1,2012
20838,Ellie Terry,Forget Me Not,1,2017
20839,Eileen Thornton,Divorcees.Biz,1,2012
20840,Phoenyx Slaughter,Unhinged,1,2017
20841,Paige Weaver,Promise Me Light,1,2013
20842,Lynetta Halat,Everything I`ve Never Had,1,2013
20843,Meredith Daniels,Homecoming,1,2014
20844,Kimberly Marcus,Exposed,1,2011
20845,Charlene Newcomb,Men of the Cross,1,2014
20846,Paloma Aínsa,Room 702,1,2015
20847,Mac Lethal,Texts from Bennett,1,2013
20848,Rose Macaulay,The Towers of Trebizond,1,1956
20849,Shiriluna Nott,A Call to Arms,1,2014
20850,Bryan T. Clark,Ancient House of Cards,1,2014
20851,M.C. Rayne,Flavours Of Our Life,1,2014
20852,Patrick Loafman,Somewhere Upriver,1,2013
20853,Kelly Bingham,Shark Girl,1,2007
20854,Magan Vernon,The Only One,1,2013
20855,Jessie G.,Past Hurts,1,2014
20856,Heidi Joy Tretheway,Tattoo Thief,1,2013
20857,Erik Clarke,Night,1,2014
20858,Allan Wolf,The Watch That Ends the Night,1,2011
20859,Sarah Alderson,The Sound,1,2013
20860,A.J. Ridges,Just A Game,1,0
20861,Kelly Clemmons,No Good Deed,1,2014
20862,Stephanie Witter,Patch Up,1,2013
20863,Ellen Airgood,South of Superior,1,2011
20864,Joey Nichols,Can You Feel Me?,1,2014
20865,Melissa Graves,Bleeding Heart,1,2014
20866,Michelle Leigh,Surviving,1,2014
20867,Molly Evangeline,The Pirate Daughter`s Promise,1,2008
20868,Leona Windwalker,Sol`s Solstice,1,2014
20869,Alex Gabriel,"Love for the Cold-Blooded, or The Part-Time Evil Minion`s Guide to Accidentally Dating a Superhero",1,2014
20870,Amy Vansant,"The Pirate, the Angel & the Irishman",1,2014
20871,Alexander Pushkin,Eugene Onegin,1,1837
20872,Julie Otsuka,The Buddha in the Attic,1,2011
20873,Kelly  Walker,No One`s Angel,1,2013
20874,Dezső Kosztolányi,Skylark,1,1924
20875,Lia Cooper,The Duality Paradigm,1,2014
20876,Erin Finnegan,Sotto Voce,1,2014
20877,Rafael Sabatini,Captain Blood Returns,1,1931
20878,Sarah Tregay,Love and Leftovers,1,2011
20879,Virginia Nelson,Runaway Groom,1,2014
20880,Ana J. Phoenix,Lab Rat`s Love,1,2014
20881,Christa Tomlinson,The Sergeant,1,2014
20882,Stacey R. Campbell,ARRGH!,1,2014
20883,Erin McRae,Starling,1,2014
20884,Langley Hyde,Highfell Grimoires,1,2014
20885,Sonya Sones,Stop Pretending: What Happened When My Big Sister Went Crazy,1,1999
20886,Chase Potter,The Race for Second,1,2014
20887,Sarah  Robinson,Tainted Bodies,1,2014
20888,Devon McCormack,Clipped,1,2014
20889,A.J. Truman,Out in the Open,1,2014
20890,Daniel de Lorne,Beckoning Blood,1,2014
20891,Michele Fogal,King of Snowflakes,1,2014
20892,Jen McLaughlin,Out of Line,1,2013
20893,Lorna Landvik,Angry Housewives Eating Bon Bons,1,2003
20894,Emilio Salgari,Le tigri di Mompracem,1,1883
20895,Leighton Rose,Finding Home,1,2014
20896,James L. Nelson,"The Only Life That Mattered: The Short and Merry Lives of Anne Bonny, Mary Read, and Calico Jack Rackam",1,2001
20897,Lillian T. MacGowan,Smoke and Mirrors,1,2014
20898,Ellie R. Hunter,Biker Bait,1,2014
20899,Gideon Defoe,The Pirates! In an Adventure with Communists,1,2006
20900,Michael Barakiva,One Man Guy,1,2014
20901,Tamsyn Bester,Destined to Fall,1,2014
20902,Ann VanderMeer,"Fast Ships, Black Sails",1,2008
20903,Lydia Gastrell,One Indulgence,1,2014
20904,George MacDonald Fraser,The Pyrates,1,1983
20905,Justin Somper,Demons of the Ocean,1,2005
20906,Kate Paddington,Platonic,1,2014
20907,Belinda Burke,The Dark Side of the Sun,1,2014
20908,Lilah Suzanne,Pivot and Slip,1,2014
20909,James Faro,The Assiduous Quest of Tobias Hopkins: The Complete Novel,1,2015
20910,Teodora Kostova,Dance,1,2014
20911,Anne O`Gleadra,It`s Like This,1,2006
20912,Calia Read,Unravel,1,2014
20913,Kathleen Kerridge,Into the Woods,1,2014
20914,Thorny Sterling,Splinters,1,2014
20915,Danielle Stinson,Before I Disappear,1,0
20916,Rafe Haze,The Next,1,2014
20917,David Cordingly,"Seafaring Women: Adventures of Pirate Queens, Female Stowaways & Sailors` Wives",1,2001
20918,Will Freshwater,Favorite Son,1,2014
20919,E.S. Skipper,London Calling (Flight of the Kiwi #1),1,2014
20920,Diana Preston,"A Pirate of Exquisite Mind: Explorer, Naturalist, and Buccaneer: The Life of William Dampier",1,2004
20921,Tessa Teevan,Incinerate,1,2014
20922,Margaret McHeyzer,"Yes, Master",1,2014
20923,Hergé,The Secret Of The Unicorn,1,1943
20924,Howard Pyle,The Book of Pirates,1,1908
20925,A.J. DeWall,Forever Man,1,2014
20926,Samantha Hastings,The Last Word,1,0
20927,S.E. Harmon,Stay with Me,1,2014
20928,Erin  Stewart,Scars Like Wings,1,0
20929,Ella  Stone,Underworld Champions,1,2014
20930,Dugald A. Steer,Pirateology: The Pirate Hunter`s Companion,1,2006
20931,Zarah Detand,Pull Me Under,1,2014
20932,Rachel Hollis,Party Girl,1,2014
20933,Brittney Morris,Slay,1,2019
20934,Sarah Ann Juckes,Outside,1,2019
20935,Kip Wilson,White Rose,1,0
20936,Emma Grayson,Unbearable Guilt,1,2014
20937,A.C. Crispin,Pirates of the Caribbean: The Price of Freedom,1,0
20938,Ben Philippe,The Field Guide to the North American Teenager,1,2019
20939,Kim Smejkal,Ink in the Blood,1,0
20940,Karen Perkins,Look Sharpe!: A Caribbean Pirate Adventure,1,2014
20941,Shana Silver,Mind Games,1,0
20942,Stephan Talty,"Empire of Blue Water: Captain Morgan`s Great Pirate Army, the Epic Battle for the Americas, and the Catastrophe That Ended the Outlaws` Bloody Reign",1,2007
20943,Michelle Ruiz Keil,All of Us with Wings,1,0
20944,Ryan Michele,Ravage Me,1,2014
20945,Kara McDowell,Just For Clicks,1,0
20946,Rob Kidd,The Coming Storm,1,2006
20947,Catherine Tinker,Reconnected,1,0
20948,Lillian  Clark,Immoral Code,1,0
20949,Rena Barron,Kingdom of Souls,1,2019
20950,Johann David Wyss,The Swiss Family Robinson,1,1812
20951,Bridget Tyler,The Pioneer,1,0
20952,Dhonielle Clayton,The Belles,1,2018
20953,Stacey Lewis,Save Me from Myself,1,2014
20954,Sarah  Carlson,All the Walls of Belfast,1,0
20955,Jodie Lynn Zdrok,Spectacle,1,0
20956,Lillie Vale,Small Town Hearts,1,0
20957,Katy Loutzenhiser,If You`re Out There,1,0
20958,Lisa Suzanne,Separation Anxiety,1,2014
20959,Margaret  Owen,The Merciful Crow,1,0
20960,Opal Carew,Six,1,2009
20961,Addie Thorley,An Affair of Poisons,1,0
20962,Herbie Brennan,The Purple Emperor,1,1999
20963,Bárbara G. Rivero,Laila Winter y las Arenas de Solarïe,1,2008
20964,Erin A. Craig,House of Salt and Sorrows,1,0
20965,Laura Pohl,The Last 8,1,0
20966,Margaret  Rogerson,An Enchantment of Ravens,1,2017
20967,Hanna Alkaf,The Weight of Our Sky,1,0
20968,Tiana Smith,Match Me If You Can,1,2019
20969,Kalyn Josephson,The Storm Crow,1,0
20970,Tehlor Kay Mejia,We Set the Dark on Fire,1,0
20971,Isabel Sterling,These Witches Don`t Burn,1,0
20972,Jayne Rylon,Night is Darkest,1,2009
20973,Catherine Cookson,The Branded Man,1,1997
20974,Justin A. Reynolds,Opposite of Always,1,0
20975,Neil deGrasse Tyson,Astrophysics for People in a Hurry,1,2017
20976,Iris St. Clair,Louder Than Words,1,2014
20977,Rory Power,Wilder Girls,1,0
20978,Kat Cho,Wicked Fox,1,0
20979,Segunda L.,The Hottie and the Fatty,1,2015
20980,Swati Teerdhala,The Tiger at Midnight,1,0
20981,Annmarie McKenna,Blackmailed,1,2006
20982,كريم الشاذلي,امرأة من طراز خاص,1,0
20983,Marianne Curley,Old Magic,1,2000
20984,سارة درويش,زوجي مازال حبيبي,2,2010
20985,أحمد رجب,يوميات حمار,1,0
20986,Emma Holly,Ménage,1,1998
20987,Jenny O`Connell,The Book of Luke,1,2007
20988,عمر طاهر,قهوة وشيكولاتة,1,0
20989,عبد الكريم بكار,إلى أبنائي وبناتي.. 50 شمعة لإضاءة دروبكم,1,0
20990,Glenway Wescott,Apartment in Athens,1,1945
20991,Peter Handke,A Sorrow Beyond Dreams,1,1972
20992,Albert Cossery,Proud Beggars,1,1955
20993,Trent Evans,What She`s Looking For,1,2013
20994,إبراهيم الفقي,استراتيجيات التفكير,1,0
20995,Yury Olesha,Envy,2,1927
20996,V.W. Singer,Taker,1,2012
20997,عبد الله علي العبد الغني,افعل شيئا مختلفا,1,2006
20998,Elizabeth Taylor,A Game of Hide and Seek,1,1951
20999,Jeremy Edwards,Rock My Socks Off,1,2010
21000,J.G. Farrell,The Singapore Grip,1,1978
21001,Dorothy B. Hughes,The Expendable Man,1,1963
21002,جلال عامر,مصر على كف عفريت,1,2009
21003,V.E. Campudoni,Linger,1,2016
21004,Honoré de Balzac,The Unknown Masterpiece,1,1831
21005,Nicholas Tanek,The Coolest Way to Kill Yourself,1,2013
21006,ابن الجوزي,صيد الخاطر,1,1201
21007,Antal Szerb,Journey by Moonlight,1,1937
21008,Blaise Cendrars,Moravagine,1,1926
21009,Thomas Tryon,The Other,1,1971
21010,Jessica Mitford,Hons and Rebels,1,1960
21011,Renee Carter,His Eyes,1,2009
21012,Barbara Comyns,The Vet`s Daughter,1,1959
21013,Harold Robbins,The Carpetbaggers,1,1961
21014,Victor Serge,The Case of Comrade Tulayev,1,1947
21015,رءوف شبايك,365 مقولة فى النجاح,1,0
21016,Theodor Storm,The Rider on the White Horse,1,1888
21017,Eric Jerome Dickey,Pleasure,1,2008
21018,Stefan Zweig,Journey into the Past,1,1976
21019,Alberto Moravia,Boredom,1,1960
21020,Benjamin Daniels,Sweet Dreams,1,2012
21021,Vasily Grossman,Everything Flows,1,1970
21022,John Cleland,"Fanny Hill, or Memoirs of a Woman of Pleasure",1,1748
21023,Giovanni Boccaccio,The Decameron,1,1353
21024,Caroline Blackwood,Great Granny Webster,1,1977
21025,J.S. Morbius,Addicted To Charlie,1,2012
21026,Max Cummings,"Haunting (Hexed Thrillogy, #1)",1,2014
21027,Georges Simenon,Monsieur Monde Vanishes,1,1945
21028,Ken Haramiru,Progenitor,1,2012
21029,James Hogg,The Private Memoirs and Confessions of a Justified Sinner,1,1824
21030,C.V. Wedgwood,The Thirty Years War,1,1938
21031,Elizabeth Hardwick,Sleepless Nights,1,1979
21032,أحلام مستغانمي,الأسود يليق بك,2,2012
21033,Renata Adler,Pitch Dark,1,1983
21034,William H. Gass,On Being Blue,1,1975
21035,Leopold von Sacher-Masoch,Venus in Furs,1,1870
21036,Elliott Chaze,Black Wings Has My Angel,1,1953
21037,مصطفى السباعي,هكذا علمتني الحياة,1,1997
21038,Sigizmund Krzhizhanovsky,Memories of the Future,1,1929
21039,ساجد العبدلي,القراءة الذكية,1,0
21040,Adalbert Stifter,Rock Crystal,1,1853
21041,Eileen Chang,Love in a Fallen City,1,1943
21042,John  Williams,Augustus,1,1972
21043,Luke Young,Friends With Partial Benefits,1,2011
21044,Sloan  Johnson,Unexpected Protector,1,2013
21045,Félix Fénéon,Novels in Three Lines,1,1906
21046,Maria Dermoût,The Ten Thousand Things,1,1955
21047,Scott Hildreth,Unleashed,1,2014
21048,سعد سعود الكريباني,كيف أصبحوا عظماء؟,1,0
21049,Geoffrey Household,Rogue Male,1,1939
21050,Logan Patricks,Semblance,2,2013
21051,I.J. Miller,Wuthering Nights: An Erotic Retelling of Wuthering Heights,1,2013
21052,Patrick Hamilton,The Slaves of Solitude,1,1947
21053,Leonardo Sciascia,The Day of the Owl,1,1961
21054,James Grey,Escort in Training,1,2015
21055,Carlo Collodi,Pinocchio,1,1883
21056,Al Daltrey,Pleasure,1,2016
21057,أحمد بهجت,حوار بين طفل ساذج وقط مثقف,1,1998
21058,أحمد جمال الدين رمضان,انتحار فاشل,1,0
21059,J.C. Black,SATYRIASIS: Book Two Is HOT! (The Nympho Series),1,2014
21060,Álvaro Mutis,The Adventures and Misadventures of Maqroll,1,1993
21061,Dorothy Baker,Cassandra at the Wedding,1,1962
21062,Oakley Hall,Warlock,3,1958
21063,Tayeb Salih,Season of Migration to the North,1,1966
21064,Elizabeth von Arnim,The Enchanted April,1,1922
21065,Tatyana Tolstaya,The Slynx,2,2000
21066,Sylvia Townsend Warner,Lolly Willowes,1,1926
21067,Jake Malden,Little Black Dress,1,2014
21068,G.G. Carver,Whiter than White,1,2014
21069,G.B. Edwards,The Book of Ebenezer Le Page,1,1981
21070,Elaine Dundy,The Dud Avocado,1,1958
21071,Aden Lowe,Big Game,1,2014
21072,L.P. Hartley,The Go-Between,1,1953
21073,Frans G. Bengtsson,The Long Ships,1,1941
21074,Adolfo Bioy Casares,The Invention of Morel,1,1940
21075,Jake Furie Lapin,The Spice of Life,1,2014
21076,Annette Simmons,"The Story Factor: Inspiration, Influence, and Persuasion through the Art of Storytelling",2,2000
21077,Chris Brady,Launching a Leadership Revolution: Mastering the Five Levels of Influence,3,2005
21078,Louis V. Gerstner Jr.,Who Says Elephants Can`t Dance?: Inside IBM`s Historic Turnaround,2,2002
21079,Brian Nichols,"Taking Charge with Value Investing: How to Choose the Best Investments According to Price, Performance, & Valuation to Build a Winning Portfolio",2,2013
21080,Mark Goulston,Just Listen: Discover the Secret to Getting Through to Absolutely Anyone,2,2009
21081,Katharine Graham,Personal History,1,1997
21082,Patrick Lencioni,Getting Naked: A Business Fable about Shedding the Three Fears That Sabotage Client Loyalty,2,2002
21083,Barry Banther,A Leader`s Gift: How to Earn the Right to Be Followed,2,2014
21084,John P. Kotter,Our Iceberg Is Melting: Changing and Succeeding Under Any Conditions,2,2005
21085,Shonda Rhimes,Year of Yes,1,2015
21086,Geoffrey A. Moore,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,2,1991
21087,Og Mandino,The Greatest Salesman in the World,2,1968
21088,Martin Lindstrom,Buyology: Truth and Lies About Why We Buy and the New Science of Desire,1,2008
21089,Deva Fagan,Circus Galacticus,1,2011
21090,T. Harv Eker,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,2,2005
21091,Richard P. Rumelt,Good Strategy Bad Strategy: The Difference and Why It Matters,2,2011
21092,J.A. Dalley,The Zochtil,1,2012
21093,Richard Branson,"Losing My Virginity: How I`ve Survived, Had Fun, and Made a Fortune Doing Business My Way",2,1999
21094,Matt Fraction,"Hawkeye, Volume 1: My Life as a Weapon",1,2013
21095,Sarah Blake,The Postmistress,1,2009
21096,Naho Watarumi,純潔ドロップ [Junketsu Drop],1,2011
21097,Nase Yamato,Cigarette Kisses,1,2008
21098,Raye Morgan,"Secret Prince, Instant Daddy!",1,2010
21099,Emma Pass,Acid,1,2013
21100,Karen Healey,When We Wake,1,2013
21101,Betsy Cornwell,Tides,1,2013
21102,Cal Armistead,Being Henry David,1,2013
21103,Miriam Forster,City of a Thousand Dolls,1,2013
21104,Lisa Amowitz,Breaking Glass,1,2013
21105,Chelsea Pitcher,The S-Word,1,2013
21106,Lisa M. Basso,A Shimmer of Angels,1,2013
21107,Liz Coley,Pretty Girl-13,1,2013
21108,Laurie Boyle Crompton,Blaze (or Love in the Time of Supervillains),1,2013
21109,Dorothy Dreyer,My Sister`s Reaper,1,2013
21110,Montesquieu,Persian Letters,1,1721
21111,Heather L. Reid,Pretty Dark Nothing,1,2013
21112,Sarah Caudwell,Thus Was Adonis Murdered,1,1981
21113,Jennifer Rush,Altered,1,2013
21114,Lee Smith,Fair and Tender Ladies,1,1988
21115,Mariama Bâ,So Long a Letter,1,1981
21116,Susan Rieger,The Divorce Papers,1,2014
